Temp,Humidity,Pressure,Wind,Visibility,class
24.10477469753123,70.3445540863416,1012.963976539602,7.18483303438955,12.126977749495937,0
22.754769607410218,78.79470827350147,1011.4382628585287,10.583777521924542,10.469874856494744,1
26.85791204721949,63.770716529404595,1009.3070661489563,8.597147465123147,10.413544713083999,1
24.45067224660548,76.46510344947286,1009.5254762103033,11.493898898808904,8.617506975997896,1
24.89947296637314,71.83299043125335,1010.883071723604,9.125859687966717,10.565979307885243,0
22.56016509245012,71.6464987417237,1011.4513422215498,10.146508703852048,10.417379367014773,0
27.132713085152606,73.78670011674518,1010.3988085251093,9.096171318166103,12.819044790578376,1
21.287469597825762,73.81519458990472,1012.4496109164638,8.655130664704238,9.546292511698397,1
23.703728217575573,68.41556546642198,1010.8883491384114,8.066328811019645,8.682644168603488,0
24.93414200106632,60.983103326930916,1013.0515084335134,7.155867623526211,11.121629149616004,0
26.59764381426969,72.49746201577476,1009.313660012418,10.045043637175358,12.46550928288903,1
21.23986936573171,72.19340290545861,1011.841713441249,8.748057470180628,7.385913310931564,0
20.958623533709343,65.15586617544312,1014.2469461612934,9.109650090910138,8.176097233519105,1
26.256070189024623,77.79375351694607,1008.690320101575,10.870027459607057,13.967057094020031,0
20.552340606162556,67.39946462027568,1017.1411167532161,8.46357367343368,7.387309307119871,0
22.109665163121484,62.752522296924816,1010.9368242723571,8.294192749892744,7.583245826226887,0
32.54852717301152,67.162384723887,1008.8663732817741,8.963391919325623,13.897222406891895,1
27.116663381382157,75.75297697598212,1012.0128684388329,9.72484704178934,12.730893936682866,0
21.91306160250024,78.22039374402466,1013.3637221731267,11.393023515077767,11.313627058005997,1
21.50197238966477,73.19985160969888,1012.3786453980831,8.70921380114185,7.309159822336739,1
25.663057574384414,74.2012721898019,1013.4130024264502,11.172775094131682,9.521697145824316,1
24.198599664803783,70.05928756655746,1012.5442781675913,9.180869572366374,10.222790855807897,1
25.745919425858638,68.85391696163806,1009.1662186023715,11.225525030711658,10.215837916283716,1
25.330555117271025,74.15675718324229,1012.4675844990622,9.387783143605438,9.320765425067986,0
22.829227739256357,65.96918896557325,1011.7937396414475,7.040013776756625,8.081312251934456,0
21.03873367848985,71.39155590531976,1012.021695904195,8.478906997196253,8.250992958489823,1
20.91166065749244,67.86532453510765,1011.6543199674479,9.120630018656893,8.661839186753312,0
25.120299381539574,67.2110198239654,1011.1667255582136,8.245537622170676,8.119726736108397,0
23.018906226760446,64.31742773794284,1012.9581324681584,8.160739972913833,8.060807208492294,0
27.037352285067016,75.63840011904018,1011.044284652524,9.967701537694579,10.960111340390462,0
23.32586947889077,61.14483756095682,1013.6527002590267,7.791540608347377,8.550603357068685,0
23.619633393907947,71.84023178346966,1012.1739572417657,8.492920615386975,11.171257141014143,1
22.15613303343817,70.65348369634084,1015.2065533778976,9.300345865251218,9.229352282181324,0
24.682213505142265,72.03142192953939,1010.418975316953,9.29934486895063,10.287548405577127,1
22.490945170958625,71.51097961693526,1014.2724820520823,9.163951383027346,10.854097686864247,1
