Temp,Humidity,Pressure,Wind,Visibility,class
27.81856205928777,71.31449219252008,1009.706746397367,9.175501368668277,13.050521012848575,0
26.00477210920319,81.9434691752674,1013.5872326195885,11.232535580795718,10.574620411415916,0
22.595539646032794,74.11770094979482,1011.2177281354014,9.23580837288488,9.86858085787001,1
23.397960595765742,71.25894766921625,1012.4912185993834,8.937674827024546,9.060880937613192,0
25.35259531442803,66.89255479012351,1012.391779530948,8.135757705373749,11.422823671125098,0
26.232710669215873,62.97440244132765,1010.276208488494,7.522259776376413,11.85047638586143,0
19.561287071239004,65.25055284371321,1013.6546590377894,8.060795081982262,5.400604978778838,0
21.578457706243427,80.93199824937498,1012.354529874387,11.232323374892864,8.27337398695978,1
24.824268028384243,73.71447420269953,1010.646144798222,9.606871662672654,10.324524667077844,0
24.329539031916944,66.96743089369087,1011.342155567372,8.412298190999758,10.370112949711864,0
26.785389512197572,76.84174284887823,1010.9283099997992,10.428387961692803,10.603892230716207,0
27.25219428781296,56.93256977674696,1010.3174195553565,7.1625885613562525,13.072553753337624,0
21.412083773979212,65.54727279378524,1014.3406401977929,7.88524791262494,7.9763286002750196,0
23.16960315547793,68.55869950041637,1012.7762078685685,9.86310813990888,9.487245491010956,0
26.413128066063592,53.83817997539741,1009.0761011085332,6.538457487959246,11.097405872542106,0
25.492102186667918,79.86340517558948,1012.1801701800684,10.341479125925835,11.624212229724288,0
23.732051163866576,77.33094370741475,1011.7538041651957,10.146143671168174,10.25610819786364,1
23.538244827202703,68.58884994016896,1010.6423233995342,9.716296115320898,9.030466167770351,0
24.964123303599823,71.25085016619559,1011.3632383138543,8.442723544406242,10.97260147230121,0
21.711532236774705,68.82201295247958,1012.6979639889761,7.4074152988391795,9.469914129735189,0
24.153279670465857,77.68376250429529,1011.1511238065683,11.206205810537874,10.518316906037569,1
26.921554587171666,75.66578688860457,1009.9458276102976,11.327503451202281,11.432677202547028,0
22.292235167973555,70.57532849518019,1014.5566448815692,8.900142503071386,8.188640445362513,0
21.43513218792585,84.95969074081104,1013.6027306072051,12.143791577177145,8.579462689735186,1
25.604235170833956,64.28022640505216,1010.7372362351473,7.611230663574416,10.838893374715317,0
22.882474932706803,68.05901215700014,1013.189089585748,9.13354315639443,9.11947264733944,0
24.10685292583453,73.25926475820398,1011.0960626673929,10.277047090911438,10.065006365817036,0
20.943167384934245,72.01022552179927,1013.7694414930824,7.44953386583984,8.051165635935133,0
24.007966664819183,73.80511677304125,1012.1394077762336,10.13917094644384,9.225236133058036,0
24.450821673673115,70.3345527516995,1012.1073976153612,8.3443615526929,11.127888854437703,0
